EquableClassID,Plan_FullName,Group,Years of Service,Annual Rate,Wage Inflation
32020302,New Mexico Public Employees Retirement Association,Municipal General,24,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,25,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,26,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,27,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,28,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,29,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,30,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,31,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,32,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,33,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,34,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,35,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,36,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,37,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,38,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,39,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,40,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,41,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,42,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,43,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,44,0.0325,0.0325
32020302,New Mexico Public Employees Retirement Association,Municipal General,45,0.0325,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,1,0.135,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,2,0.12375,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,3,0.1125,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,4,0.10125,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,5,0.09,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,6,0.081,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,7,0.0738,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,8,0.06804,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,9,0.063432,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,10,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,11,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,12,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,13,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,14,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,15,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,16,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,17,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,18,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,19,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,20,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,21,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,22,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,23,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,24,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,25,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,26,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,27,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,28,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,29,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,30,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,31,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,32,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,33,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,34,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,35,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,36,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,37,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,38,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,39,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,40,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,41,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,42,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,43,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,44,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,45,0.045,0.0325
32020402,New Mexico Public Employees Retirement Association,State Police,0,0.135,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,1,0.13,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,2,0.114375,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,3,0.09875,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,4,0.083125,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,5,0.0675,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,6,0.0645,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,7,0.0615,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,8,0.0585,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,9,0.0555,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,10,0.0525,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,11,0.0515,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,12,0.0505,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,13,0.0495,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,14,0.0485,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,15,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,16,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,17,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,18,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,19,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,20,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,21,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,22,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,23,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,24,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,25,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,26,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,27,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,28,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,29,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,30,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,31,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,32,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,33,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,34,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,35,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,36,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,37,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,38,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,39,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,40,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,41,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,42,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,43,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,44,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,45,0.0475,0.0325
32020502,New Mexico Public Employees Retirement Association,State Corrections,0,0.13,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,0,0.11,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,1,0.11,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,2,0.0975,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,3,0.085,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,4,0.0725,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,5,0.06,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,6,0.0575,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,7,0.055,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,8,0.0525,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,9,0.05,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,10,0.0475,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,11,0.046,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,12,0.0445,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,13,0.043,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,14,0.0415,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,15,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,16,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,17,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,18,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,19,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,20,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,21,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,22,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,23,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,24,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,25,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,26,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,27,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,28,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,29,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,30,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,31,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,32,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,33,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,34,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,35,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,36,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,37,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,38,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,39,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,40,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,41,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,42,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,43,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,44,0.04,0.0325
32020602,New Mexico Public Employees Retirement Association,Municipal Police,45,0.04,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,0,0.11,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,1,0.11,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,2,0.0975,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,3,0.085,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,4,0.0725,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,5,0.06,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,6,0.0575,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,7,0.055,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,8,0.0525,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,9,0.05,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,10,0.0475,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,11,0.047,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,12,0.0465,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,13,0.046,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,14,0.0455,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,15,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,16,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,17,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,18,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,19,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,20,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,21,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,22,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,23,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,24,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,25,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,26,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,27,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,28,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,29,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,30,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,31,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,32,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,33,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,34,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,35,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,36,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,37,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,38,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,39,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,40,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,41,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,42,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,43,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,44,0.045,0.0325
32020702,New Mexico Public Employees Retirement Association,Municipal Fire,45,0.045,0.0325
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,0,0.088,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,1,0.088,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,2,0.077,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,3,0.066,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,4,0.055,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,5,0.0495,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,6,0.0462,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,7,0.0451,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,8,0.044,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,9,0.0429,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,10,0.0418,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,11,0.0407,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,12,0.0396,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,13,0.0385,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,14,0.0374,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,15,0.0363,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,16,0.0352,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,17,0.0341,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,18,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,19,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,20,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,21,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,22,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,23,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,24,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,25,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,26,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,27,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,28,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,29,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,30,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,31,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,32,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,33,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,34,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,35,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,36,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,37,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,38,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,39,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,40,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,41,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,42,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,43,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,44,0.033,0.025
33010106,New York State and Local Retirement System - Employees’ Retirement System,All Members,45,0.033,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,0,0.297,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,1,0.297,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,2,0.1485,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,3,0.1265,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,4,0.1045,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,5,0.0825,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,6,0.0583,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,7,0.0484,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,8,0.0473,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,9,0.0462,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,10,0.0451,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,11,0.044,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,12,0.0429,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,13,0.0418,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,14,0.0407,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,15,0.0396,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,16,0.0385,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,17,0.0374,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,18,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,19,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,20,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,21,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,22,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,23,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,24,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,25,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,26,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,27,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,28,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,29,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,30,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,31,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,32,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,33,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,34,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,35,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,36,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,37,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,38,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,39,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,40,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,41,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,42,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,43,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,44,0.0363,0.025
33010206,New York State and Local Retirement System - Police and Fire Retirement System,All Members,45,0.0363,0.025
33020106,New York State Teachers’ Retirement System,All Members,1,0.1,0.022
33020106,New York State Teachers’ Retirement System,All Members,2,0.07,0.022
33020106,New York State Teachers’ Retirement System,All Members,3,0.0606,0.022
33020106,New York State Teachers’ Retirement System,All Members,4,0.0522,0.022
33020106,New York State Teachers’ Retirement System,All Members,5,0.0472,0.022
33020106,New York State Teachers’ Retirement System,All Members,6,0.04445,0.022
33020106,New York State Teachers’ Retirement System,All Members,7,0.0431,0.022
33020106,New York State Teachers’ Retirement System,All Members,8,0.0422,0.022
33020106,New York State Teachers’ Retirement System,All Members,9,0.0415,0.022
33020106,New York State Teachers’ Retirement System,All Members,10,0.0407,0.022
33020106,New York State Teachers’ Retirement System,All Members,11,0.0398,0.022
33020106,New York State Teachers’ Retirement System,All Members,12,0.0387,0.022
33020106,New York State Teachers’ Retirement System,All Members,13,0.0375,0.022
33020106,New York State Teachers’ Retirement System,All Members,14,0.0361,0.022
33020106,New York State Teachers’ Retirement System,All Members,15,0.0346,0.022
33020106,New York State Teachers’ Retirement System,All Members,16,0.0331,0.022
33020106,New York State Teachers’ Retirement System,All Members,17,0.0317,0.022
33020106,New York State Teachers’ Retirement System,All Members,18,0.0304,0.022
33020106,New York State Teachers’ Retirement System,All Members,19,0.0293,0.022
33020106,New York State Teachers’ Retirement System,All Members,20,0.0282,0.022
33020106,New York State Teachers’ Retirement System,All Members,21,0.0272,0.022
33020106,New York State Teachers’ Retirement System,All Members,22,0.0263,0.022
33020106,New York State Teachers’ Retirement System,All Members,23,0.0254,0.022
33020106,New York State Teachers’ Retirement System,All Members,24,0.0245,0.022
33020106,New York State Teachers’ Retirement System,All Members,25,0.0237,0.022
33020106,New York State Teachers’ Retirement System,All Members,26,0.0229,0.022
33020106,New York State Teachers’ Retirement System,All Members,27,0.0222,0.022
33020106,New York State Teachers’ Retirement System,All Members,28,0.0215,0.022
33020106,New York State Teachers’ Retirement System,All Members,29,0.021,0.022
33020106,New York State Teachers’ Retirement System,All Members,30,0.0206,0.022
33020106,New York State Teachers’ Retirement System,All Members,31,0.0202,0.022
33020106,New York State Teachers’ Retirement System,All Members,32,0.02,0.022
33020106,New York State Teachers’ Retirement System,All Members,33,0.0195,0.022
33020106,New York State Teachers’ Retirement System,All Members,34,0.0193,0.022
33020106,New York State Teachers’ Retirement System,All Members,35,0.019,0.022
33020106,New York State Teachers’ Retirement System,All Members,36,0.0186,0.022
33020106,New York State Teachers’ Retirement System,All Members,37,0.018,0.022
33020106,New York State Teachers’ Retirement System,All Members,38,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,39,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,40,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,41,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,42,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,43,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,44,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,45,0.0176,0.022
33020106,New York State Teachers’ Retirement System,All Members,0,0.1,0.022
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,0,0.0775,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,1,0.074,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,2,0.0705,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,3,0.067,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,4,0.0635,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,5,0.06,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,6,0.0579,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,7,0.0558,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,8,0.0537,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,9,0.0516,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,10,0.0495,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,11,0.048,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,12,0.0465,0.03
34010100,North Carolina Local Government Employees’ Retirement System,General Employees,13,0.045,0.03
