EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
47010390,Virginia,Virginia Retirement System,Virginia State Employee Division - Hybrid Plan,state general employees,State General Employees,VRS General Hybrid,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,2,,1,0,0,
47010400,Virginia,Virginia Retirement System,Virginia State Police Officers’ Retirement System,state police,State Police,VA SPORS,"hired on or after July 1, 2010",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
47010590,Virginia,Virginia Retirement System,Virginia Teachers Division - Hybrid Plan,public school teachers,Public School Teachers,VRS Teachers Hybrid,"hired on or after July 1, 2014",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,1,Hybrid Plan,Yes,0,,2,,1,0,0,
48010102,Washington,Washington Law Enforcement Officers’ and Firefighters Retirement System,Washington Law Enforcement Officers’ and Firefighters Retirement System - Plan 2,state police and firefighters,State Police and Firefighters,WA LEOFF Plan 2,"hired on or after October 1, 1977",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
48020102,Washington,Washington Public Employees’ Retirement System,Washington Public Employees’ Retirement System - Plan 2,state and local general employees,"State General Employees, Local General Employees",WA PERS Pension Plan 2,"hired on or after October 1, 1977",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,1,48020293,,,1,0,0,
48020293,Washington,Washington Public Employees’ Retirement System,Washington Public Employees’ Retirement System - Plan 3,state and local general employees,"State General Employees, Local General Employees",WA PERS Hybrid Plan 3,"hired on or after September 1, 2002",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.03,Automatic,1,Hybrid Plan,Yes,2,48020102,1,,1,0,0,
48030102,Washington,Washington Public Safety Employees' Retirement System,Washington Public Safety Employees' Retirement System Plan 2,state and local public safety employees,"State Public Safety Employees, Local Public Safety Employees",WA PSERS Plan 2,"hired on or after October 1, 1977",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
48040102,Washington,Washington School Employees' Retirement System,Washington School Employees' Retirement System - Plan 2,public school non-instructional employees,Public School Non-Instructional,WA SERS Pension Plan 2,"hired on or after September 1, 2000",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,1,48040293,,,1,0,0,
48040293,Washington,Washington School Employees' Retirement System,Washington School Employees' Retirement System - Plan 3,public school non-instructional employees,Public School Non-Instructional,WA SERS Hybrid Plan 3,"hired on or after September 1, 2000",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.03,Automatic,1,Hybrid Plan,Yes,2,48040102,1,,1,0,0,
48050112,Washington,Washington State Patrol Retirement System,Washington State Patrol Retirement System Plan 2,state police,State Police,WA SPRS Plan 2,"hired on or after January 1, 2003",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,0,,,,1,0,0,
48060102,Washington,Washington Teachers' Retirement System,Washington Teachers' Retirement System - Plan 2,public school teachers,Public School Teachers,WA TRS Pension Plan 2,"hired on or after October 1, 1977",FAS,"Up to 3%, compounded",1,Linked to inflation,0.0225,Automatic,0,,Yes,1,48060293,,,1,0,0,
48060293,Washington,Washington Teachers' Retirement System,Washington Teachers' Retirement System - Plan 3,public school teachers,Public School Teachers,WA TRS Hybrid Plan 3,"hired on or after July 1, 1996",Hybrid,"Up to 3%, compounded",1,Linked to inflation,0.03,Automatic,1,Hybrid Plan,Yes,2,48060102,1,,1,0,0,
49010102,West Virginia,West Virginia Public Employees Retirement System,West Virginia Public Employees’ Retirement System,state general employees,State General Employees,WV PERS State General Tier 2,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,,Yes,0,,,,1,0,0,
49010202,West Virginia,West Virginia Public Employees Retirement System,West Virginia Public Employees’ Retirement System,local general employees,Local General Employees,WV PERS Local General Tier 2,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,,Yes,0,,,,1,0,0,
49020102,West Virginia,West Virginia Teachers Retirement System,West Virginia Teachers’ Retirement System,public school teachers,Public School Teachers,WV TRS Teachers Tier 2,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,,Yes,0,,,,0,0,0,
49020202,West Virginia,West Virginia Teachers Retirement System,West Virginia Teachers’ Retirement System,public school non-instructional employees,Public School Non-Instructional,WV TRS General Tier 2,"hired on or after July 1, 2015",FAS,Ad hoc amount,0,Ad hoc,0,Ad Hoc,0,,Yes,0,,,,0,0,0,
50010100,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,state and local general employees,"State General Employees, Local General Employees",WI RS General,"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,Yes,0,,,,1,0,0,
50010200,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,state elected officials,State Elected Officials,WI RS Elected,"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,Yes,0,,,,1,0,0,
50010300,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,higher education faculty and non-instructional employees,"Higher Education Faculty, Non-Instructional",WI RS University,"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,Yes,0,,,,1,0,0,
50010400,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,public school teachers,Public School Teachers,WI RS Teachers,"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,Yes,0,,,,0,0,0,
50010500,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,state and local public safety employees,"State Public Safety Employees, Local Public Safety Employees",WI RS Safety (SSA Covered),"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,Yes,0,,,,1,0,0,
50010600,Wisconsin,Wisconsin Retirement System,Wisconsin Retirement System,state and local public safety employees,"State Public Safety Employees, Local Public Safety Employees",WI RS Safety (Not SSA Covered),"hired on or after July 1, 2011",FAS,Ad hoc amount based on investment performance,0,Linked to funded status,0.024,Automatic,1,Variable Benefit Based on Investment Returns,No,0,,,,1,0,0,
51010100,Wyoming,Wyoming Retirement System,Wyoming Retirement System,public school teachers,Public School Teachers,WY RS Teachers,"hired on or after September 1, 2012",FAS,No COLA unless plan is fully funded,0,Linked to funded status,0,Ad hoc,0,Suspended COLA Due to Funded Status is Not Defined as Risk-Sharing,Yes,0,,,,1,0,0,
51010200,Wyoming,Wyoming Retirement System,Wyoming Retirement System,state and local general employees,"State General Employees, Local General Employees",WY RS General,"hired on or after September 1, 2012",FAS,No COLA unless plan is fully funded,0,Linked to funded status,0,Ad hoc,0,Suspended COLA Due to Funded Status is Not Defined as Risk-Sharing,Yes,0,,,,1,0,0,
1,Alabama,Alabama Employees Retirement System,Alabama Employees' Retirement System - Tier 1,,,AL ERS Local Police & Fire Tier 1,"hired before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
2,Alabama,Alabama Employees Retirement System,Alabama Employees' Retirement System - Tier 1,,,AL ERS Regular Tier 1,"hired before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
3,Alabama,Alabama Employees Retirement System,Alabama Employees' Retirement System - Tier 1,,,AL ERS State Police Tier 1,"hired before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
4,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 1,,,AK PERS Peace Officer & Firefighter DB Tier 1,"hired before July 1, 1986",FAS,,,,,,,,,,,,,,1,0,
5,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 2,,,AK PERS Peace Officer & Firefighter DB Tier 2,"hired on or after July 1, 1986 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
6,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 3,,,AK PERS Peace Officer & Firefighter DB Tier 3,"hired on or after July 1, 1996 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
7,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 1,,,AK PERS State  & Local DB Tier 1,"hired before July 1, 1986",FAS,,,,,,,,,,,,,,1,0,
8,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 2,,,AK PERS State  & Local DB Tier 2,"hired on or after July 1, 1986 and before July 1, 1996",FAS,,,,,,,,,,,,,,1,0,
9,Alaska,Alaska Public Employees’ Retirement System,Alaska Public Employees' Retirement System - Defined Benefit Plan Tier 3,,,AK PERS State  & Local DB Tier 3,"hired on or after July 1, 1996 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
10,Alaska,Alaska Teachers Retirement System,Alaska Teachers’ Retirement System - Defined Benefit Plan,,,AK TRS DB,"hired on or after July 1, 1990 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
11,Arizona,Arizona Corrections Officers Retirement Plan,Arizona Corrections Officers Retirement Plan - Tier 1,,,AZ CORP DB Tier 1,"hired before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
12,Arizona,Arizona Corrections Officers Retirement Plan,Arizona Corrections Officers Retirement Plan - Tier 2,,,AZ CORP DB Tier 2,"hired on or after January 1, 2012 and before July 1, 2018",FAS,,,,,,,,,,,,,,1,0,
13,Arizona,Arizona Elected Officials Retirement Plan,Arizona Elected Officials Retirement System - Tier 1,,,AZ EORP DB Tier 1,"hired before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
14,Arizona,Arizona Elected Officials Retirement Plan,Arizona Elected Officials Retirement System - Tier 2,,,AZ EORP DB Tier 2,"hired on or after January 1, 2012 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
15,Arizona,Arizona Public Safety Personnel Retirement System,Arizona Public Safety Personnel Retirement System - Tier 1,,,AZ PSPRS Tier 1,"hired before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
16,Arizona,Arizona Public Safety Personnel Retirement System,Arizona Public Safety Personnel Retirement System - Tier 2,,,AZ PSPRS Tier 2,"hired on or after January 1, 2012 and before July 1, 2017",FAS,,,,,,,,,,,,,,1,0,
17,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS State Pre-1984,hired before January 1984,FAS,,,,,,,,,,,,,,1,0,
18,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS State Pre-2011,"hired on or after January 1, 1984 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
19,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS State Pre-2013,"hired on or after July 1, 2011 and before September 30, 2013",FAS,,,,,,,,,,,,,,1,0,
20,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS Teachers Pre-1984,hired before January 1984,FAS,,,,,,,,,,,,,,1,0,
21,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS Teachers Pre-2011,"hired on or after January 1, 1984 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
22,Arizona,Arizona State Retirement System,Arizona State Retirement System,,,AZ SRS Teachers Pre-2013,"hired on or after July 1, 2011 and before September 30, 2013",FAS,,,,,,,,,,,,,,1,0,
23,Arkansas,Arkansas Public Employees Retirement System,Arkansas Public Employees Retirement System,,,AR PERS General Pre-2005,"hired on or after January 1, 1978 and retire before July 1, 2007",FAS,,,,,,,,,,,,,,1,0,
24,Arkansas,Arkansas Public Employees Retirement System,Arkansas Public Employees Retirement System,,,AR PERS Police & Firefighter Pre-2005,"hired on or after January 1, 1978 and before July 1, 2005",FAS,,,,,,,,,,,,,,1,0,
25,Arkansas,Arkansas State Highway Employees’ Retirement System,Arkansas State Highway Employees Retirement System,,,AR DOT Tier 1,"hired before April 3, 1997",FAS,,,,,,,,,,,,,,1,0,
26,California,California Public Employees Retirement System,California Judges' Retirement Fund,,,CA JRF 1,"elected or appointed before November 4, 1994",FAS,,,,,,,,,,,,,,1,0,
27,California,California Public Employees Retirement System,California Judges' Retirement Fund II,,,CA JRF 2 Classic,"elected or appointed on or after November 4, 1994 - Classic members",FAS,,,,,,,,,,,,,,1,0,
28,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS Highway Patrol Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
29,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS Safety Public Agency Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
30,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS Schools Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
31,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS State & Local Safety Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
32,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS State Industrial Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
33,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 1,,,CalPERS State Peace Officers and Firefighters Tier 1,"hired before January 15, 2011",FAS,,,,,,,,,,,,,,1,0,
34,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS Highway Patrol Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
35,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS Safety Public Agency Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
36,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS Schools Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
37,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS State & Local Safety Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
38,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS State Industrial Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
39,California,California Public Employees Retirement System,California Public Employees Retirement Fund - Tier 2,,,CalPERS State Peace Officers and Firefighters Tier 2,"hired on or after January 15, 2011 and before January 1, 2013",FAS,,,,,,,,,,,,,,1,0,
40,California,California State Teachers Retirement System,California State Teachers’ Retirement System,,,CalSTRS Classic,"hired before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
41,California,University of California Retirement System,University of California Retirement System,,,CA UCRS 1976 Tier,"hired before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
42,California,University of California Retirement System,University of California Retirement System,,,CA UCRS 1976 Tier 2,"hired before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
43,California,University of California Retirement System,University of California Retirement System,,,CA UCRS 2013 Non-Union,"hired on or after July 1, 2013 and before July 1, 2016",FAS,,,,,,,,,,,,,,1,0,
44,California,University of California Retirement System,University of California Retirement System,,,CA UCRS 2013 Union,"hired on or after July 1, 2013 and before July 1, 2016",FAS,,,,,,,,,,,,,,1,0,
45,Colorado,Colorado Fire and Police Pension Association,Colorado Fire and Police Pension Association,,,CO P&F Pre-2007,"hired before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
46,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Denver Public Schools Fund,,,CO PERA Denver Schools Tier 1,"hired on or after July 1, 2005 and before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
47,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Denver Public Schools Fund,,,CO PERA Denver Schools Tier 2,"hired on or after January 1, 2007 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
48,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Denver Public Schools Fund,,,CO PERA Denver Schools Tier 3,"hired on or after January 1, 2011 and before January 1, 2020",FAS,,,,,,,,,,,,,,1,0,
49,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Denver Public Schools Fund,,,CO PERA Denver Schools Tier 4,"hired on or after January 1, 2010 and before December 31, 2019",FAS,,,,,,,,,,,,,,1,0,
50,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Local Division Fund,,,CO PERA Local Division Tier 1,"hired before July 1, 2005 and vested before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
51,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Local Division Fund,,,CO PERA Local Division Tier 2,"hired on or after July 1, 2005 and before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
52,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Local Division Fund,,,CO PERA Local Division Tier 3,"hired on or after January 1, 2007 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
53,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Schools Division Fund,,,CO PERA Schools Division Tier 1,"hired before July 1, 2005 and vested before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
54,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Schools Division Fund,,,CO PERA Schools Division Tier 2,"hired on or after July 1, 2005 and before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
55,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - Schools Division Fund,,,CO PERA Schools Division Tier 3,"hired on or after January 1, 2007 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
56,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State General Tier 1,"hired before July 1, 2005 and vested before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
57,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State Troopers Tier 1,"hired before July 1, 2005 and vested before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
58,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State General Tier 2,"hired on or after July 1, 2005 and before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
59,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State Troopers Tier 2,"hired on or after July 1, 2005 and before January 1, 2007",FAS,,,,,,,,,,,,,,1,0,
60,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State General Tier 3,"hired on or after January 1, 2007 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
61,Colorado,Colorado Public Employees Retirement Association,Colorado Public Employee Retirement Association - State Division Fund,,,CO PERA State Troopers Tier 3,"hired on or after January 1, 2007 and before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
62,Connecticut,Connecticut State Employees Retirement System,Connecticut State Employees Retirement System,,,CT SERS Hazardous Pre-1997,"hired on or after July 1, 1984 and before July 1, 1997",FAS,,,,,,,,,,,,,,1,0,
63,Connecticut,Connecticut State Employees Retirement System,Connecticut State Employees Retirement System,,,CT SERS Hazardous Pre-2011,"hired on or after July 1, 1997 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
64,Connecticut,Connecticut State Employees Retirement System,Connecticut State Employees Retirement System,,,CT SERS Non-Hazardous Pre-1997,"hired on or after July 1, 1984 and before July 1, 1997",FAS,,,,,,,,,,,,,,1,0,
65,Connecticut,Connecticut State Employees Retirement System,Connecticut State Employees Retirement System,,,CT SERS Non-Hazardous Pre-2011,"hired on or after July 1, 1997 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
66,Delaware,Delaware State Employees Retirement System,Delaware State Employees’ Pension Plan,,,DE SEPP General Pre-2012,"hired on or after January 1, 1997 and before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
67,Delaware,Delaware State Employees Retirement System,Delaware State Employees’ Pension Plan,,,DE SEPP Teachers Pre-2012,"hired on or after January 1, 1997 and before January 1, 2012",FAS,,,,,,,,,,,,,,1,0,
68,District of Columbia,District of Columbia Police Officers' and Firefighters' Retirement System,District of Columbia Police Officers and Fire Fighters' Retirement Fund - Tier 1,,,DC POFRF Fire Tier 1 Pre-1980,"hired before February 15, 1980",FAS,,,,,,,,,,,,,,1,0,
69,District of Columbia,District of Columbia Police Officers' and Firefighters' Retirement System,District of Columbia Police Officers and Fire Fighters' Retirement Fund - Tier 1,,,DC POFRF Police Tier 1 Pre-1980,"hired before February 15, 1980",FAS,,,,,,,,,,,,,,1,0,
70,District of Columbia,District of Columbia Teachers Retirement System,District of Columbia Teachers' Retirement Fund,,,DC TRP Pre-1996,"hired on or after February 15, 1980 and before November 10, 1996",FAS,,,,,,,,,,,,,,1,0,
71,District of Columbia,District of Columbia Police Officers' and Firefighters' Retirement System,District of Columbia Police Officers and Fire Fighters' Retirement Fund - Tier 2,,,DC POFRF Fire Tier 2 Pre-1996,"hired on or after February 15, 1980 and before November 10, 1996",FAS,,,,,,,,,,,,,,1,0,
72,District of Columbia,District of Columbia Police Officers' and Firefighters' Retirement System,District of Columbia Police Officers and Fire Fighters' Retirement Fund - Tier 2,,,DC POFRF Police Tier 2 Pre-1996,"hired on or after February 15, 1980 and before November 10, 1996",FAS,,,,,,,,,,,,,,1,0,
73,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Regular Class Non-K-12 Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
74,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Regular Class K-12 Teachers Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
75,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Special Risk Class Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
76,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Elected Officers' Class Judges Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
77,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Elected Officers' Class State Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
78,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Elected Officers' Class County & Local Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
79,Florida,Florida Retirement System,FRS Defined Benefit Plan,,,FL RS Pension Senior Management Class Pre-2011,"hired before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
80,Georgia,Georgia Employees Retirement System,Georgia State Employees' Pension Plan,,,GA ERS Pension General Pre-1982,"hired before July 1, 1982",FAS,,,,,,,,,,,,,,1,0,
81,Georgia,Georgia Employees Retirement System,Georgia State Employees' Pension Plan,,,GA ERS Pension Safety Pre-1982,"hired before July 1, 1982",FAS,,,,,,,,,,,,,,1,0,
82,Georgia,Georgia Employees Retirement System,Georgia State Employees' Pension Plan,,,GA ERS Pension General Pre-2009,"hired on or after July 1, 1982 and before January 1, 2009",FAS,,,,,,,,,,,,,,1,0,
83,Georgia,Georgia Employees Retirement System,Georgia State Employees' Pension Plan,,,GA ERS Pension Safety Pre-2009,"hired on or after July 1, 1982 and before January 1, 2009",FAS,,,,,,,,,,,,,,1,0,
84,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI General Pre-1984,"hired before July 1, 1984",FAS,,,,,,,,,,,,,,1,0,
85,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Teachers Pre-1984,"hired before July 1, 1984",FAS,,,,,,,,,,,,,,1,0,
86,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Police & Fire Pre-1984,"hired before July 1, 1984",FAS,,,,,,,,,,,,,,1,0,
87,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI General Pre-2006,"hired on or after July 1, 1984 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
88,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Teachers Pre-2006,"hired on or after July 1, 1984 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
89,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Police & Fire Pre-2006,"hired on or after July 1, 1984 and before July 1, 2006",FAS,,,,,,,,,,,,,,1,0,
90,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI General Pre-2012,"hired on or after July 1, 2006 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
91,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Teachers Pre-2012,"hired on or after July 1, 2006 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
92,Hawaii,Hawaii Employees Retirement System,Employees’ Retirement System of the State of Hawaii,,,ERSHI Police & Fire Pre-2012,"hired on or after July 1, 2006 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
93,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,,,IL MRF Regular Tier 1 Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
94,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,,,IL MRF Sheriffs Tier 1 Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
95,Illinois,Illinois Municipal Retirement System,Illinois Municipal Retirement Fund,,,IL MRF ECO Tier 1 Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
96,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,,,IL SERS General Tier 1 Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
97,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,,,IL SERS Public Safety Tier 1 Pre-2011 (SSA Covered),"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
98,Illinois,Illinois State Employees Retirement System,Illinois State Employees Retirement System,,,IL SERS Public Safety Tier 1 Pre-2011 (Not SSA Covered) ,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
99,Illinois,Illinois Teachers Retirement System,Illinois State Teachers' Retirement System,,,IL TRS Tier 1 Pre-2011,"hired before January 1, 2011",FAS,,,,,,,,,,,,,,1,0,
