EquableClassID,State,Retirement System Name,Plan_FullName,Mortality_Category,Class_Name,Plan Type ,ARR,DiscRate,Inflation,FAS_EECont1,FAS_EECont1_YOS,FAS_EECont2,FAS_EECont2_YOS,FAS_Vest,FAS_EMCont,FAS Retirement Eligibility: Normal (Age/Years of Service),FAS_Retire25,FAS_Retire40,FAS_Years,FAS_Multiplier1,FAS_Multiplier1_YOS,FAS_Multiplier2,FAS_Multiplier2_YOS,FAS_Multiplier3,FAS_Multiplier3_YOS,FAS_Multiplier4,FAS_Multiplier4_YOS,FAS_Multiplier5,FAS_Multiplier5_YOS,FAS_Additive_Multipliers,FAS_CompoundCOLA,FAS_COLARate,FAS_CreditingRate,SSA_Enroll,DCGR_EECont,DCGR_EECont1_YOS,DCGR_ERCont1,DCGR_ERCont1_YOS,DCGR_ERCont2,DCGR_ERCont2_YOS,DCGR_ERCont3,DCGR_ERCont3_YOS,DCGR_ERCont4,DCGR_ERCont4_YOS,DCGR_FullVest,DCGR_GradeVest,DCGR_Grade1,DCGR_Grade1_YOS,DCGR_Grade2,DCGR_Grade2_YOS,DCGR_Grade3,DCGR_Grade3_YOS,DCGR_Grade4,DCGR_Grade4_YOS,DCGR_Grade5,DCGR_Grade5_YOS,DCGR_Grade6,DCGR_Grade6_YOS,DCGR_Grade7,DCGR_Grade7_YOS,DCGR_Grade8,DCGR_Grade8_YOS,DCGR_Grade9,DCGR_Grade9_YOS,DCGR_Grade10,DCGR_Grade10_YOS,GR_CreditingRate,FAS_Max_Pensionable_Salary,FAS_Replacement_Cap
19050100,Louisiana,Louisiana State Police Retirement System,Louisiana State Police Retirement System,Public Safety,LA SPRS,FAS,0.0700,0.0700,0.0250,0.09500,99,,,12,0.211,50/12; Any/25,50,52,5,0.03330,99,,,,,,,,,0,0,0.0150,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
19060100,Louisiana,Louisiana Teachers Retirement System,Louisiana Teachers’ Retirement System,Teachers,LA TRSL Teachers,FAS,0.0765,0.0755,0.0250,0.08000,99,,,5,0.0301,60/5,60,60,5,0.02500,99,,,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
19060200,Louisiana,Louisiana Teachers Retirement System,Louisiana Teachers’ Retirement System,General,LA TRSL Higher-Ed,FAS,0.0765,0.0755,0.0250,0.08000,99,,,5,0.0301,60/5,60,60,3,0.02000,99,,,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
19060300,Louisiana,Louisiana Teachers Retirement System,Louisiana Teachers’ Retirement System,General,LA TRSL Lunch Plan A,FAS,0.0765,0.0755,0.0250,0.08000,99,,,5,0.0301,60/5; 55/25; Any/30,55,60,5,0.03000,99,,,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
19060400,Louisiana,Louisiana Teachers Retirement System,Louisiana Teachers’ Retirement System,General,LA TRSL Lunch Plan B,FAS,0.0765,0.0755,0.0250,0.08000,99,,,5,0.0301,60/5; 55/30,55,60,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
19070100,Lousiaina,Municipal Police Employees' Reitrement System,Louisiana Municipal Police,Public Safety,LA Muni Police,FAS,0.0713,0.0713,0.0250,0.10000,99,,,12,0.0989,55/12; Any/25,50,55,5,0.03000,31,0.0333,99,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
20010101,Maine,Maine Public Employees Retirement System - Local Districts,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,General,ME PERS Local Regular Plan AC,FAS,0.0675,0.0675,0.0275,0.07000,99,,,5,0.062,60/1,60,60,3,0.02000,99,,,,,,,,,0,0,0.0188,0.0269,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20010102,Maine,Maine Public Employees Retirement System - Local Districts,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,General,ME PERS Local Regular Plan AN,FAS,0.0675,0.0675,0.0275,0.07000,99,,,5,0.062,60/1,60,60,3,0.02000,99,,,,,,,,,0,0,0.0188,0.0269,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20010103,Maine,Maine Public Employees Retirement System - Local Districts,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,General,ME PERS Local Regular Plan BC,FAS,0.0675,0.0675,0.0275,0.07000,99,,,5,0.062,60/1; any/25,50,60,3,0.01000,99,,,,,,,,,0,0,0.0188,0.0269,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20010201,Maine,Maine Public Employees Retirement System - Local Districts,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,Public Safety,ME PERS Local Special Plan 2C,FAS,0.0675,0.0675,0.0275,0.07000,99,,,5,0.062,any/25,50,65,3,0.02000,99,,,,,,,,,0,0,0.0188,0.0269,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20010202,Maine,Maine Public Employees Retirement System - Local Districts,Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts,Public Safety,ME PERS Local Special Plan 3,FAS,0.0675,0.0675,0.0275,0.08000,99,,,5,0.062,any/25,50,65,3,0.02000,99,,,,,,,,,0,0,0.0188,0.0269,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20020100,Maine,Maine Public Employees Retirement System - State and Teacher Plan,Maine Public Employees Retirement System - State Employee and Teacher Program,Teachers,ME PERS Teachers,FAS,0.0675,0.0675,0.0275,0.07820,99,,,5,0.0404,65/1,65,65,3,0.02000,99,,,,,,,,,0,0,0.0225,0.0269,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20020200,Maine,Maine Public Employees Retirement System - State and Teacher Plan,Maine Public Employees Retirement System - State Employee and Teacher Program,General,ME PERS State General,FAS,0.0675,0.0675,0.0275,0.07650,99,,,5,0.0404,65/1,65,65,3,0.02000,99,,,,,,,,,0,0,0.0225,0.0269,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
20020300,Maine,Maine Public Employees Retirement System - State and Teacher Plan,Maine Public Employees Retirement System - State Employee and Teacher Program,Public Safety,ME PERS State Police,FAS,0.0675,0.0675,0.0275,0.08650,99,,,5,0.0404,Any/25,50,65,3,0.02000,99,,,,,,,,,0,0,0.0225,0.0269,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
21010100,Maryland,Maryland State Retirement and Pension System - Public Employees,Maryland State Retirement and Pension System - Employees Combined System,General,MD SRRS General,FAS,0.0740,0.0740,0.0260,0.07000,99,,,10,0.0383,65/10; Age + YOS = 90;,58,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
21010200,Maryland,Maryland State Retirement and Pension System - Teachers,Maryland State Retirement and Pension System - Teachers' Combined System,Teachers,MD SRPS Teachers,FAS,0.0740,0.0740,0.0260,0.07000,99,,,10,0.0441,65/10; Age + YOS = 90;,58,65,5,0.01500,99,,,,,,,,,0,0,0.0188,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
22010100,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,General,MA SERS General,FAS,0.0725,0.0725,0.0350,0.10000,31,0.07,99,10,0.04872,60/10,67,67,5,0.02500,99,,,,,,,,,0,0,0.0225,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.8
22010200,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,Public Safety,MA SERS Corrections,FAS,0.0725,0.0725,0.0350,0.10000,99,,,10,0.04872,55/1; 50/10,57,57,5,0.02500,99,,,,,,,,,0,0,0.0225,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.8
22010300,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,Public Safety,MA SERS Hazardous Duty,FAS,0.0725,0.0725,0.0350,0.10000,99,,,10,0.04872,55/1; 50/10,57,57,5,0.02500,99,,,,,,,,,0,0,0.0225,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.8
22010400,Massachusetts,Massachusetts State Employees Retirement System,Massachusetts State Employees’ Retirement System,Public Safety,MA SERS State Police,FAS,0.0725,0.0725,0.0350,0.13000,99,,,10,0.04872,55/1; Any/20,45,55,1,0.02500,99,,,,,,,,,0,0,0.0225,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.8
22020100,Massachusetts,Massachusetts Teachers Retirement System,Massachusetts Teachers’ Retirement System,Teachers,MA TRS,FAS,0.0725,0.0725,0.0350,0.11000,31,0.08,99,10,0.03386,60/10,67,67,5,0.02500,99,,,,,,,,,0,0,0.0225,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.8
23010130,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees’ Retirement System - Defined Contribution Plan,Teachers,MI PSERS DC Teachers,DC,0.0600,0.0600,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,,
23010192,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees’ Retirement System - Pension Plus Plan 2,Teachers,MI PSERS Pension Plus 2 Teachers,Hybrid,0.0600,0.0600,0.0225,0.06200,99,,,10,0.062,60/10,60,60,5,0.01500,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0400,99,0.0300,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,99
23010230,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees’ Retirement System - Defined Contribution Plan,General,MI PSERS DC Non-Teachers,DC,0.0600,0.0600,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,,
23010292,Michigan,Michigan Public School Employees’ Retirement System,Michigan Public School Employees’ Retirement System - Pension Plus Plan 2,General,MI PSERS Pension Plus 2 Non-Teachers,Hybrid,0.0600,0.0600,0.0225,0.06200,99,,,10,0.062,60/10,60,60,5,0.01500,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0400,99,0.0300,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,99
23020132,Michigan,Michigan State Employees' Retirement System,Michigan State Employees’ Retirement System,General,MI SERS DC,DC,0.0670,0.0670,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,,
23030191,Michigan,Michigan State Police Retirement System,Michigan State Police Retirement System - Pension Plus Plan,Public Safety,MI SPRS State Police Pension Plus,Hybrid,0.0680,0.0680,0.0250,0.04000,99,,,10,0.1019,55/25; 60/10,55,60,5,0.02000,26,0.0160,27,0.0120,28,0.0060,31,0.0000,99,1,0,0.0200,0.0400,Yes,0.0400,99,0.0300,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,0.6
24010100,Minnesota,Minnesota State Employees Retirement System,Minnesota State Employees Retirement Fund,General,MN SERS,FAS,0.0750,0.0750,0.0250,0.05000,99,,,5,0.0177,66/1,66,66,5,0.01700,99,,,,,,,,,0,1,0.0150,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
24020100,Minnesota,Minnesota Teachers Retirement Association,Minnesota Teachers Retirement Association,Teachers,MN TRA,FAS,0.0750,0.0750,0.0250,0.07500,99,,,3,0.0166,66/3,66,66,5,0.01900,99,,,,,,,,,0,1,0.0150,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
24030100,Minnesota,Public Employees Retirement Association of Minnesota,Minnesota General Employees Retirement Plan,General,MN PERA General,FAS,0.0750,0.0750,0.0250,0.06500,99,,,5,0.0239,66/1,66,66,5,0.01700,99,,,,,,,,,0,0,0.0113,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
24030200,Minnesota,Public Employees Retirement Association of Minnesota,Minnesota Public Employees Police & Fire Plan,Public Safety,MN PERA Police & Fire,FAS,0.0750,0.0750,0.0250,0.11550,99,,,10,0.096,55/10; 65/1,55,55,5,0.03000,99,,,,,,,,,0,1,0.0100,0.0300,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
25010100,Mississippi,Mississippi Public Employees Retirement System,Public Employees’ Retirement System of Mississippi,General,MS PERS General,FAS,0.0775,0.0770,0.0275,0.09000,99,,,8,0.0124,65/8; any/30,55,65,4,0.02000,31,0.0250,99,,,,,,,1,1,0.0300,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
25010200,Mississippi,Mississippi Public Employees Retirement System,Public Employees’ Retirement System of Mississippi,Teachers,MS PERS Teachers,FAS,0.0775,0.0770,0.0275,0.09000,99,,,8,0.0124,65/8; any/30,55,65,4,0.02000,31,0.0250,99,,,,,,,1,1,0.0300,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
25010300,Mississippi,Mississippi Public Employees Retirement System,Public Employees’ Retirement System of Mississippi,Public Safety,MS PERS Police & Fire,FAS,0.0775,0.0770,0.0275,0.09000,99,,,8,0.0124,65/8; any/30,55,65,4,0.02000,31,0.0250,99,,,,,,,1,1,0.0300,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26010100,Missouri,Missouri DOT and Highway Patrol Employees' Retirement System,Missouri Department of Transportation and Highway Patrol Employees' Retirement System,Public Safety,MO DOT Uniformed,FAS,0.0700,0.0700,0.0225,0.04000,99,,,10,0.1146,55/10; 60/any,55,55,3,0.01700,99,,,,,,,,,0,1,0.0375,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26010200,Missouri,Missouri DOT and Highway Patrol Employees' Retirement System,Missouri Department of Transportation and Highway Patrol Employees' Retirement System,Public Safety,MO DOT Non-Uniformed,FAS,0.0700,0.0700,0.0225,0.04000,99,,,10,0.1146,55/10; 60/any,55,55,3,0.01700,99,,,,,,,,,0,1,0.0375,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020106,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,General,MO LGERS General L6,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,60/any; Age + YOS = 80,60,60,5,0.02000,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020107,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,General,MO LGERS General L7,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,60/any; Age + YOS = 80,60,60,5,0.01500,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020112,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,General,MO LGERS General L12,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,60/any; Age + YOS = 80,60,60,5,0.01750,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020206,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Fire L6,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.02000,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020207,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Fire L7,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.01500,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020212,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Fire L12,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.01750,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020306,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Police L6,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.02000,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020307,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Police L7,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.01500,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26020312,Missouri,Missouri Local Government Employees Retirement System,Missouri Local Government Employees Retirement System,Public Safety,MO LGERS Police L12,FAS,0.0725,0.0725,0.0250,0.04000,99,,,5,0.091688858,55/any; Age + YOS = 80,55,60,5,0.01750,99,,,,,,,,,0,0,0.0300,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26030100,Missouri,Missouri Public Education Employee Retirement System,Missouri Public Education Employee Retirement System,General,MO PEERS,FAS,0.0750,0.0750,0.0225,0.06860,99,,,5,0.0347,"60/10, or /30, or sum of age and service is 80+",55,60,3,0.01610,99,,,,,,,,,0,0,0.0375,0.0200,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26040100,Missouri,Missouri Public School Retirement System,Missouri Public School Retirement System,Teachers,MO PSRS Teachers,FAS,0.0750,0.0750,0.0225,0.14500,99,,,5,0.0252,60/5; any/30; Age + YOS = 80,55,60,3,0.02500,99,,,,,,,,,0,0,0.0375,0.0200,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
26050100,Missouri,Missouri State Employees’ Retirement System,Missouri State Employees’ Retirement System,General,MO SERS,FAS,0.0710,0.0710,0.0235,0.04000,99,,,10,0.0705,67/10; Age 55 and Age + YOS =90,62,65,3,0.02500,99,,,,,,,,,0,0,0.0375,0.0150,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
27010100,Montana,Montana Public Employees' Retirement Administration,Montana Public Employees' Retirement System,General,MT PERS Pension,FAS,0.0765,0.0765,0.0275,0.07900,99,,,5,0.0867,65/5; 70/Any,65,65,5,0.01500,11,0.0179,31,0.0200,99,,,,,0,0,0.0113,0.0202,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1.1
27010130,Montana,Montana Public Employees' Retirement Administration,Montana PERS Defined Contribution Retirement Plan,General,MT PERS DC,DC,0.0765,0.0765,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0790,99,0.0843,99,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,
27020100,Montana,Montana Teachers' Retirement System,Montana Teachers' Retirement System,Teachers,MT TRS K-12,FAS,0.0750,0.0750,0.0250,0.08150,99,,,5,0.0167,55/30; 60/5,55,60,5,0.01850,99,,,,,,,,,0,0,0.0050,0.0230,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
27020200,Montana,Montana Teachers' Retirement System,Montana Teachers' Retirement System,General,MT TRS University,FAS,0.0750,0.0750,0.0250,0.08150,99,,,5,0.0167,55/30; 60/5,55,60,5,0.01850,99,,,,,,,,,0,0,0.0050,0.0230,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
28010100,Nebraska,Nebraska Public Employees Retirement Systems,Nebraska Public Employees Retirement Systems - School Employees Plan,Teachers,NE PERS School Division,FAS,0.0750,0.0750,0.0275,0.09780,99,,,5,0.0354,65/0.5; age 60 and age + YOS = 85,55,60,5,0.02000,99,,,,,,,,,0,0,0.0075,0.0300,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
28010260,Nebraska,Nebraska Public Employees Retirement Systems,Nebraska Public Employees Retirement System - State Employees Plan,General,NE PERS State Division,GR,0.0750,0.0750,0.0275,,,,,,,,60,65,,,,,,,,,,,,,,,,Yes,0.0480,99,0.0749,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,0.0500,,
29010100,Nevada,Nevada Public Employees Retirement System - Regular Employees,Public Employees’ Retirement System of Nevada - Regular Subfund,General,NV PERS General,FAS,0.0750,0.0750,0.0275,0.12250,99,,,5,0.146056439,65/5; 62/10; Any/30,55,62,3,0.02500,99,,,,,,,,,0,0,0.0225,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.75
29010200,Nevada,Nevada Public Employees Retirement System - Regular Employees,Public Employees’ Retirement System of Nevada - Regular Subfund,Teachers,NV PERS Teachers,FAS,0.0750,0.0750,0.0275,0.12250,99,,,5,0.146056439,65/5; 62/10; Any/30,55,62,3,0.02500,99,,,,,,,,,0,0,0.0225,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.75
29010300,Nevada,Nevada Public Employees Retirement System - Police Officer and Firefighter,Public Employees’ Retirement System of Nevada - Police and Firefighters Subfund,Public Safety,NV PERS Police & Fire,FAS,0.0750,0.0750,0.0275,0.20250,99,,,5,0.243941784,65/5; 60/10; 50/20; Any/30,50,60,3,0.02500,99,,,,,,,,,0,0,0.0225,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.75
30010100,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,General,NH RS General,FAS,0.0725,0.0725,0.0250,0.07000,99,,,10,0.0263,65/1,65,65,5,0.01515,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
30010200,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,Teachers,NH RS Teachers,FAS,0.0725,0.0725,0.0250,0.00000,99,,,10,0.0263,65/1,65,65,5,0.01515,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
30010300,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,Public Safety,NH RS Police Class,FAS,0.0725,0.0725,0.0250,0.11550,99,,,10,0.0263,60/1; 52.5/25,53,60,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
30010400,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,Public Safety,NH RS Fire Class,FAS,0.0725,0.0725,0.0250,0.11800,99,,,10,0.0263,60/1; 52.5/25,53,60,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
31010105,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - State Plan,General,NJ PERS State Division Tier 5,FAS,0.0730,0.0730,0.0275,0.06500,99,,,10,0.0266,65/10,65,65,5,0.01670,99,,,,,,,,,0,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
31010205,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - Local Plan,General,NJ PERS Local Division Tier 5,FAS,0.0730,0.0730,0.0275,0.06500,99,,,10,0.0177,65/10,65,65,5,0.01670,99,,,,,,,,,0,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
31020103,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - State Division,Public Safety,NJ PFRS State Division Tier 3,FAS,0.0730,0.0730,0.0275,0.10000,99,,,10,0.28559,55,55,55,1,0.02000,31,0.0100,99,,,,,,,1,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.5
31020203,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - Local Division,Public Safety,NJ PFRS Local Division Tier 3,FAS,0.0730,0.0730,0.0275,0.10000,99,,,10,0.29051,55/any; any/25,50,55,3,0.02000,31,0.0100,99,,,,,,,1,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.5
31030105,New Jersey,New Jersey Teachers Retirement System,New Jersey Teachers’ Pension & Annuity Fund,Teachers,NJ TPAF,FAS,0.0730,0.0730,0.0275,0.06500,99,,,10,0.0357,65/10,65,65,5,0.01670,99,,,,,,,,,0,0,0.0000,0.0200,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
31040102,New Jersey,State Police Retirement System of New Jersey,State Police Retirement System of New Jersey,Public Safety,NJ SPRS Tier 2,FAS,0.0730,0.0730,0.0275,0.09000,99,,,10,0.121,Any/20; 55/10,45,55,3,0.02000,99,,,,,,,,,0,0,0.0000,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.5
32010100,New Mexico,New Mexico Education Retirement Board,New Mexico Educational Retirement Board,Teachers,NM ERB,FAS,0.0725,0.0725,0.0250,0.10100,99,,,5,0.0298,67/5; 55/30; Age 65 and Age + YOS = 80,55,65,5,0.02350,99,,,,,,,,,0,0,0.0150,0.0223,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
32020102,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,General,NM PERA State General,FAS,0.0725,0.0725,0.0250,0.10670,99,,,8,0.0456,65/8; age + YOS= 85,55,65,5,0.02500,99,,,,,,,,,0,1,0.0200,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
32020202,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,General,NM PERA Municipal Plan 1,FAS,0.0725,0.0725,0.0250,0.08500,99,,,8,0.0456,65/8; age + YOS= 85,55,65,5,0.01500,99,,,,,,,,,0,1,0.0200,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
32020302,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,General,NM PERA Municipal Plan 2,FAS,0.0725,0.0725,0.0250,0.10650,99,,,8,0.0456,65/8; age + YOS= 85,55,65,5,0.02000,99,,,,,,,,,0,1,0.0200,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
